"","Year","Country Name","Indicator Name","Value","Month","Palestinians Killed","Israelis Killed","Poverty_Level","Total_Killed"
"878","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JULY",2,0,"high_poverty",2
"879","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"FEBRUARY",9,0,"high_poverty",9
"880","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MAY",6,1,"high_poverty",7
"881","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"APRIL",6,1,"high_poverty",7
"882","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MARCH",9,0,"high_poverty",9
"883","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"OCTOBER",0,0,"high_poverty",0
"884","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JANUARY",978,6,"high_poverty",984
"885","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"DECEMBER",6,1,"high_poverty",7
"886","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"NOVEMBER",1,0,"high_poverty",1
"887","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"AUGUST",6,0,"high_poverty",6
"888","2009","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"SEPTEMBER",9,0,"high_poverty",9
"889","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"JUNE",4,0,"medium_poverty",4
"890","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"JULY",2,0,"medium_poverty",2
"891","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"FEBRUARY",9,0,"medium_poverty",9
"892","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"MAY",6,1,"medium_poverty",7
"893","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"APRIL",6,1,"medium_poverty",7
"894","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"MARCH",9,0,"medium_poverty",9
"895","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"OCTOBER",0,0,"medium_poverty",0
"896","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"JANUARY",978,6,"medium_poverty",984
"897","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"DECEMBER",6,1,"medium_poverty",7
"898","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"NOVEMBER",1,0,"medium_poverty",1
"899","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"AUGUST",6,0,"medium_poverty",6
"900","2009","West Bank and Gaza","Income share held by highest 20%",42.6,"SEPTEMBER",9,0,"medium_poverty",9
"901","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"JUNE",4,0,"high_poverty",4
"902","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"JULY",2,0,"high_poverty",2
"903","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"FEBRUARY",9,0,"high_poverty",9
"904","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"MAY",6,1,"high_poverty",7
"905","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"APRIL",6,1,"high_poverty",7
"906","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"MARCH",9,0,"high_poverty",9
"907","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"OCTOBER",0,0,"high_poverty",0
"908","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"JANUARY",978,6,"high_poverty",984
"909","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"DECEMBER",6,1,"high_poverty",7
"910","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"NOVEMBER",1,0,"high_poverty",1
"911","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"AUGUST",6,0,"high_poverty",6
"912","2009","West Bank and Gaza","Income share held by lowest 10%",3.2,"SEPTEMBER",9,0,"high_poverty",9
"913","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"JUNE",4,0,"medium_poverty",4
"914","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"JULY",2,0,"medium_poverty",2
"915","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"FEBRUARY",9,0,"medium_poverty",9
"916","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"MAY",6,1,"medium_poverty",7
"917","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"APRIL",6,1,"medium_poverty",7
"918","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"MARCH",9,0,"medium_poverty",9
"919","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"OCTOBER",0,0,"medium_poverty",0
"920","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"JANUARY",978,6,"medium_poverty",984
"921","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"DECEMBER",6,1,"medium_poverty",7
"922","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"NOVEMBER",1,0,"medium_poverty",1
"923","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"AUGUST",6,0,"medium_poverty",6
"924","2009","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",9.6,"SEPTEMBER",9,0,"medium_poverty",9
"925","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"JUNE",4,0,"high_poverty",4
"926","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"JULY",2,0,"high_poverty",2
"927","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"FEBRUARY",9,0,"high_poverty",9
"928","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"MAY",6,1,"high_poverty",7
"929","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"APRIL",6,1,"high_poverty",7
"930","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"MARCH",9,0,"high_poverty",9
"931","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"OCTOBER",0,0,"high_poverty",0
"932","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"JANUARY",978,6,"high_poverty",984
"933","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"DECEMBER",6,1,"high_poverty",7
"934","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"NOVEMBER",1,0,"high_poverty",1
"935","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"AUGUST",6,0,"high_poverty",6
"936","2009","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.2,"SEPTEMBER",9,0,"high_poverty",9
"937","2009","West Bank and Gaza","Income share held by third 20%",15.9,"JUNE",4,0,"medium_poverty",4
"938","2009","West Bank and Gaza","Income share held by third 20%",15.9,"JULY",2,0,"medium_poverty",2
"939","2009","West Bank and Gaza","Income share held by third 20%",15.9,"FEBRUARY",9,0,"medium_poverty",9
"940","2009","West Bank and Gaza","Income share held by third 20%",15.9,"MAY",6,1,"medium_poverty",7
"941","2009","West Bank and Gaza","Income share held by third 20%",15.9,"APRIL",6,1,"medium_poverty",7
"942","2009","West Bank and Gaza","Income share held by third 20%",15.9,"MARCH",9,0,"medium_poverty",9
"943","2009","West Bank and Gaza","Income share held by third 20%",15.9,"OCTOBER",0,0,"medium_poverty",0
"944","2009","West Bank and Gaza","Income share held by third 20%",15.9,"JANUARY",978,6,"medium_poverty",984
"945","2009","West Bank and Gaza","Income share held by third 20%",15.9,"DECEMBER",6,1,"medium_poverty",7
"946","2009","West Bank and Gaza","Income share held by third 20%",15.9,"NOVEMBER",1,0,"medium_poverty",1
"947","2009","West Bank and Gaza","Income share held by third 20%",15.9,"AUGUST",6,0,"medium_poverty",6
"948","2009","West Bank and Gaza","Income share held by third 20%",15.9,"SEPTEMBER",9,0,"medium_poverty",9
"949","2010","West Bank and Gaza","Income share held by third 20%",15.7,"APRIL",5,0,"medium_poverty",5
"950","2010","West Bank and Gaza","Income share held by third 20%",15.7,"AUGUST",2,4,"medium_poverty",6
"951","2010","West Bank and Gaza","Income share held by third 20%",15.7,"JULY",5,0,"medium_poverty",5
"952","2010","West Bank and Gaza","Income share held by third 20%",15.7,"JUNE",15,1,"medium_poverty",16
"953","2010","West Bank and Gaza","Income share held by third 20%",15.7,"MAY",2,0,"medium_poverty",2
"954","2010","West Bank and Gaza","Income share held by third 20%",15.7,"MARCH",8,2,"medium_poverty",10
"955","2010","West Bank and Gaza","Income share held by third 20%",15.7,"FEBRUARY",2,2,"medium_poverty",4
"956","2010","West Bank and Gaza","Income share held by third 20%",15.7,"JANUARY",8,0,"medium_poverty",8
"957","2010","West Bank and Gaza","Income share held by third 20%",15.7,"OCTOBER",6,0,"medium_poverty",6
"958","2010","West Bank and Gaza","Income share held by third 20%",15.7,"SEPTEMBER",13,0,"medium_poverty",13
"959","2010","West Bank and Gaza","Income share held by third 20%",15.7,"DECEMBER",13,0,"medium_poverty",13
"960","2010","West Bank and Gaza","Income share held by third 20%",15.7,"NOVEMBER",3,0,"medium_poverty",3
"961","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"APRIL",5,0,"medium_poverty",5
"962","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"AUGUST",2,4,"medium_poverty",6
"963","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"JULY",5,0,"medium_poverty",5
"964","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"JUNE",15,1,"medium_poverty",16
"965","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"MAY",2,0,"medium_poverty",2
"966","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"MARCH",8,2,"medium_poverty",10
"967","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"FEBRUARY",2,2,"medium_poverty",4
"968","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"JANUARY",8,0,"medium_poverty",8
"969","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"OCTOBER",6,0,"medium_poverty",6
"970","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"SEPTEMBER",13,0,"medium_poverty",13
"971","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"DECEMBER",13,0,"medium_poverty",13
"972","2010","West Bank and Gaza","Population living in slums (% of urban population)",25.25772,"NOVEMBER",3,0,"medium_poverty",3
"973","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"APRIL",5,0,"high_poverty",5
"974","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"AUGUST",2,4,"high_poverty",6
"975","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"JULY",5,0,"high_poverty",5
"976","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"JUNE",15,1,"high_poverty",16
"977","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"MAY",2,0,"high_poverty",2
"978","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"MARCH",8,2,"high_poverty",10
"979","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"FEBRUARY",2,2,"high_poverty",4
"980","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"JANUARY",8,0,"high_poverty",8
"981","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"OCTOBER",6,0,"high_poverty",6
"982","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"SEPTEMBER",13,0,"high_poverty",13
"983","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"DECEMBER",13,0,"high_poverty",13
"984","2010","West Bank and Gaza","Income share held by lowest 20%",7.5,"NOVEMBER",3,0,"high_poverty",3
"985","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"APRIL",5,0,"medium_poverty",5
"986","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"AUGUST",2,4,"medium_poverty",6
"987","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"JULY",5,0,"medium_poverty",5
"988","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"JUNE",15,1,"medium_poverty",16
"989","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"MAY",2,0,"medium_poverty",2
"990","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"MARCH",8,2,"medium_poverty",10
"991","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"FEBRUARY",2,2,"medium_poverty",4
"992","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"JANUARY",8,0,"medium_poverty",8
"993","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"OCTOBER",6,0,"medium_poverty",6
"994","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"SEPTEMBER",13,0,"medium_poverty",13
"995","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"DECEMBER",13,0,"medium_poverty",13
"996","2010","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",10.2,"NOVEMBER",3,0,"medium_poverty",3
"997","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"APRIL",5,0,"medium_poverty",5
"998","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"AUGUST",2,4,"medium_poverty",6
"999","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"JULY",5,0,"medium_poverty",5
"1000","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"JUNE",15,1,"medium_poverty",16
"1001","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"MAY",2,0,"medium_poverty",2
"1002","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"MARCH",8,2,"medium_poverty",10
"1003","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"FEBRUARY",2,2,"medium_poverty",4
"1004","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"JANUARY",8,0,"medium_poverty",8
"1005","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"OCTOBER",6,0,"medium_poverty",6
"1006","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"SEPTEMBER",13,0,"medium_poverty",13
"1007","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"DECEMBER",13,0,"medium_poverty",13
"1008","2010","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",25.7,"NOVEMBER",3,0,"medium_poverty",3
"1009","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"APRIL",5,0,"high_poverty",5
"1010","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"AUGUST",2,4,"high_poverty",6
"1011","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"JULY",5,0,"high_poverty",5
"1012","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"JUNE",15,1,"high_poverty",16
"1013","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"MAY",2,0,"high_poverty",2
"1014","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"MARCH",8,2,"high_poverty",10
"1015","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"FEBRUARY",2,2,"high_poverty",4
"1016","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"JANUARY",8,0,"high_poverty",8
"1017","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"OCTOBER",6,0,"high_poverty",6
"1018","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"SEPTEMBER",13,0,"high_poverty",13
"1019","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"DECEMBER",13,0,"high_poverty",13
"1020","2010","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.4,"NOVEMBER",3,0,"high_poverty",3
"1021","2010","West Bank and Gaza","Income share held by second 20%",11.7,"APRIL",5,0,"medium_poverty",5
"1022","2010","West Bank and Gaza","Income share held by second 20%",11.7,"AUGUST",2,4,"medium_poverty",6
"1023","2010","West Bank and Gaza","Income share held by second 20%",11.7,"JULY",5,0,"medium_poverty",5
"1024","2010","West Bank and Gaza","Income share held by second 20%",11.7,"JUNE",15,1,"medium_poverty",16
"1025","2010","West Bank and Gaza","Income share held by second 20%",11.7,"MAY",2,0,"medium_poverty",2
"1026","2010","West Bank and Gaza","Income share held by second 20%",11.7,"MARCH",8,2,"medium_poverty",10
"1027","2010","West Bank and Gaza","Income share held by second 20%",11.7,"FEBRUARY",2,2,"medium_poverty",4
"1028","2010","West Bank and Gaza","Income share held by second 20%",11.7,"JANUARY",8,0,"medium_poverty",8
"1029","2010","West Bank and Gaza","Income share held by second 20%",11.7,"OCTOBER",6,0,"medium_poverty",6
"1030","2010","West Bank and Gaza","Income share held by second 20%",11.7,"SEPTEMBER",13,0,"medium_poverty",13
"1031","2010","West Bank and Gaza","Income share held by second 20%",11.7,"DECEMBER",13,0,"medium_poverty",13
"1032","2010","West Bank and Gaza","Income share held by second 20%",11.7,"NOVEMBER",3,0,"medium_poverty",3
"1033","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"APRIL",5,0,"medium_poverty",5
"1034","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"AUGUST",2,4,"medium_poverty",6
"1035","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"JULY",5,0,"medium_poverty",5
"1036","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"JUNE",15,1,"medium_poverty",16
"1037","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"MAY",2,0,"medium_poverty",2
"1038","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"MARCH",8,2,"medium_poverty",10
"1039","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"FEBRUARY",2,2,"medium_poverty",4
"1040","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"JANUARY",8,0,"medium_poverty",8
"1041","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"OCTOBER",6,0,"medium_poverty",6
"1042","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"SEPTEMBER",13,0,"medium_poverty",13
"1043","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"DECEMBER",13,0,"medium_poverty",13
"1044","2010","West Bank and Gaza","Income share held by highest 10%",27.8,"NOVEMBER",3,0,"medium_poverty",3
"1045","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"APRIL",5,0,"medium_poverty",5
"1046","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"AUGUST",2,4,"medium_poverty",6
"1047","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"JULY",5,0,"medium_poverty",5
"1048","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"JUNE",15,1,"medium_poverty",16
"1049","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"MAY",2,0,"medium_poverty",2
"1050","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"MARCH",8,2,"medium_poverty",10
"1051","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"FEBRUARY",2,2,"medium_poverty",4
"1052","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"JANUARY",8,0,"medium_poverty",8
"1053","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"OCTOBER",6,0,"medium_poverty",6
"1054","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"SEPTEMBER",13,0,"medium_poverty",13
"1055","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"DECEMBER",13,0,"medium_poverty",13
"1056","2010","West Bank and Gaza","Income share held by fourth 20%",21.9,"NOVEMBER",3,0,"medium_poverty",3
"1057","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"APRIL",5,0,"medium_poverty",5
"1058","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"AUGUST",2,4,"medium_poverty",6
"1059","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"JULY",5,0,"medium_poverty",5
"1060","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"JUNE",15,1,"medium_poverty",16
"1061","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"MAY",2,0,"medium_poverty",2
"1062","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"MARCH",8,2,"medium_poverty",10
"1063","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"FEBRUARY",2,2,"medium_poverty",4
"1064","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"JANUARY",8,0,"medium_poverty",8
"1065","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"OCTOBER",6,0,"medium_poverty",6
"1066","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"SEPTEMBER",13,0,"medium_poverty",13
"1067","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"DECEMBER",13,0,"medium_poverty",13
"1068","2010","West Bank and Gaza","Income share held by highest 20%",43.2,"NOVEMBER",3,0,"medium_poverty",3
"1069","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"APRIL",5,0,"high_poverty",5
"1070","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"AUGUST",2,4,"high_poverty",6
"1071","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"JULY",5,0,"high_poverty",5
"1072","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"JUNE",15,1,"high_poverty",16
"1073","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"MAY",2,0,"high_poverty",2
"1074","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"MARCH",8,2,"high_poverty",10
"1075","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"FEBRUARY",2,2,"high_poverty",4
"1076","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"JANUARY",8,0,"high_poverty",8
"1077","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"OCTOBER",6,0,"high_poverty",6
"1078","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"SEPTEMBER",13,0,"high_poverty",13
"1079","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"DECEMBER",13,0,"high_poverty",13
"1080","2010","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",18.9,"NOVEMBER",3,0,"high_poverty",3
"1081","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"APRIL",5,0,"high_poverty",5
"1082","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"AUGUST",2,4,"high_poverty",6
"1083","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JULY",5,0,"high_poverty",5
"1084","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JUNE",15,1,"high_poverty",16
"1085","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MAY",2,0,"high_poverty",2
"1086","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MARCH",8,2,"high_poverty",10
"1087","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"FEBRUARY",2,2,"high_poverty",4
"1088","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JANUARY",8,0,"high_poverty",8
"1089","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"OCTOBER",6,0,"high_poverty",6
"1090","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"SEPTEMBER",13,0,"high_poverty",13
"1091","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"DECEMBER",13,0,"high_poverty",13
"1092","2010","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"NOVEMBER",3,0,"high_poverty",3
"1093","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"APRIL",5,0,"high_poverty",5
"1094","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"AUGUST",2,4,"high_poverty",6
"1095","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JULY",5,0,"high_poverty",5
"1096","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JUNE",15,1,"high_poverty",16
"1097","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"MAY",2,0,"high_poverty",2
"1098","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"MARCH",8,2,"high_poverty",10
"1099","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"FEBRUARY",2,2,"high_poverty",4
"1100","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JANUARY",8,0,"high_poverty",8
"1101","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"OCTOBER",6,0,"high_poverty",6
"1102","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"SEPTEMBER",13,0,"high_poverty",13
"1103","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"DECEMBER",13,0,"high_poverty",13
"1104","2010","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"NOVEMBER",3,0,"high_poverty",3
"1105","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"APRIL",5,0,"high_poverty",5
"1106","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"AUGUST",2,4,"high_poverty",6
"1107","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"JULY",5,0,"high_poverty",5
"1108","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"JUNE",15,1,"high_poverty",16
"1109","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"MAY",2,0,"high_poverty",2
"1110","2010","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0,"MARCH",8,2,"high_poverty",10
